"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
RUSFAR;RUSFAR;2019-04-24;7,42;7,42;7,42;7,42;;;
RUSFAR;RUSFAR;2019-04-25;7,49;7,49;7,49;7,49;;;
RUSFAR;RUSFAR;2019-04-26;7,57;7,57;7,57;7,57;;;
RUSFAR;RUSFAR;2019-04-29;7,57;7,57;7,57;7,57;;;
RUSFAR;RUSFAR;2019-05-06;7,28;7,28;7,28;7,28;;;
RUSFAR;RUSFAR;2019-05-07;7,5;7,5;7,5;7,5;;;
RUSFAR;RUSFAR;2019-05-13;7,64;7,64;7,64;7,64;;;
RUSFAR;RUSFAR;2019-05-14;7,7;7,7;7,7;7,7;;;
RUSFAR;RUSFAR;2019-05-15;7,65;7,65;7,65;7,65;;;
RUSFAR;RUSFAR;2019-05-16;7,55;7,55;7,55;7,55;;;
RUSFAR;RUSFAR;2019-05-17;7,57;7,57;7,57;7,57;;;
RUSFAR;RUSFAR;2019-05-20;7,66;7,66;7,66;7,66;;;
RUSFAR;RUSFAR;2019-05-21;7,67;7,67;7,67;7,67;;;
RUSFAR;RUSFAR;2019-05-22;7,49;7,49;7,49;7,49;;;
RUSFAR;RUSFAR;2019-05-23;7,46;7,46;7,46;7,46;;;
RUSFAR;RUSFAR;2019-05-24;7,29;7,29;7,29;7,29;;;
RUSFAR;RUSFAR;2019-05-27;7,48;7,48;7,48;7,48;;;
RUSFAR;RUSFAR;2019-05-28;7,77;7,77;7,77;7,77;;;
RUSFAR;RUSFAR;2019-05-29;7,84;7,84;7,84;7,84;;;
RUSFAR;RUSFAR;2019-05-30;7,93;7,93;7,93;7,93;;;
RUSFAR;RUSFAR;2019-05-31;7,89;7,89;7,89;7,89;;;
RUSFAR;RUSFAR;2019-06-03;7,66;7,66;7,66;7,66;;;
RUSFAR;RUSFAR;2019-06-04;7,71;7,71;7,71;7,71;;;
RUSFAR;RUSFAR;2019-06-05;7,7;7,7;7,7;7,7;;;
RUSFAR;RUSFAR;2019-06-06;7,81;7,81;7,81;7,81;;;
RUSFAR;RUSFAR;2019-06-07;7,64;7,64;7,64;7,64;;;
RUSFAR;RUSFAR;2019-06-10;7,6;7,6;7,6;7,6;;;
RUSFAR;RUSFAR;2019-06-11;7,59;7,59;7,59;7,59;;;
RUSFAR;RUSFAR;2019-06-13;7,55;7,55;7,55;7,55;;;
RUSFAR;RUSFAR;2019-06-14;7,44;7,44;7,44;7,44;;;
RUSFAR;RUSFAR;2019-06-17;7,42;7,42;7,42;7,42;;;
RUSFAR;RUSFAR;2019-06-18;7,54;7,54;7,54;7,54;;;
RUSFAR;RUSFAR;2019-06-19;7,53;7,53;7,53;7,53;;;
RUSFAR;RUSFAR;2019-06-20;7,55;7,55;7,55;7,55;;;
RUSFAR;RUSFAR;2019-06-21;7,58;7,58;7,58;7,58;;;
RUSFAR;RUSFAR;2019-06-24;7,53;7,53;7,53;7,53;;;
RUSFAR;RUSFAR;2019-06-25;7,51;7,51;7,51;7,51;;;
RUSFAR;RUSFAR;2019-06-26;7,54;7,54;7,54;7,54;;;
RUSFAR;RUSFAR;2019-06-27;7,53;7,53;7,53;7,53;;;
RUSFAR;RUSFAR;2019-06-28;7,54;7,54;7,54;7,54;;;
RUSFAR;RUSFAR;2019-07-01;7,49;7,49;7,49;7,49;;;
RUSFAR;RUSFAR;2019-07-02;7,4;7,4;7,4;7,4;;;
RUSFAR;RUSFAR;2019-07-03;7,34;7,34;7,34;7,34;;;
RUSFAR;RUSFAR;2019-07-04;7,37;7,37;7,37;7,37;;;
RUSFAR;RUSFAR;2019-07-05;7,38;7,38;7,38;7,38;;;
RUSFAR;RUSFAR;2019-07-08;7,36;7,36;7,36;7,36;;;
RUSFAR;RUSFAR;2019-07-09;7,24;7,24;7,24;7,24;;;
RUSFAR;RUSFAR;2019-07-10;7,37;7,37;7,37;7,37;;;
RUSFAR;RUSFAR;2019-07-11;7,35;7,35;7,35;7,35;;;
RUSFAR;RUSFAR;2019-07-12;7,25;7,25;7,25;7,25;;;
RUSFAR;RUSFAR;2019-07-15;7,24;7,24;7,24;7,24;;;
RUSFAR;RUSFAR;2019-07-16;7,29;7,29;7,29;7,29;;;
RUSFAR;RUSFAR;2019-07-17;7,3;7,3;7,3;7,3;;;
RUSFAR;RUSFAR;2019-07-18;7,38;7,38;7,38;7,38;;;
RUSFAR;RUSFAR;2019-07-19;7,37;7,37;7,37;7,37;;;
RUSFAR;RUSFAR;2019-07-22;7,34;7,34;7,34;7,34;;;
RUSFAR;RUSFAR;2019-07-23;7,28;7,28;7,28;7,28;;;
RUSFAR;RUSFAR;2019-07-24;7,19;7,19;7,19;7,19;;;
RUSFAR;RUSFAR;2019-07-25;7,15;7,15;7,15;7,15;;;
RUSFAR;RUSFAR;2019-07-26;7,11;7,11;7,11;7,11;;;
RUSFAR;RUSFAR;2019-07-29;7,15;7,15;7,15;7,15;;;
RUSFAR;RUSFAR;2019-07-30;7,27;7,27;7,27;7,27;;;
RUSFAR;RUSFAR;2019-07-31;7,35;7,35;7,35;7,35;;;
RUSFAR;RUSFAR;2019-08-01;7,24;7,24;7,24;7,24;;;
RUSFAR;RUSFAR;2019-08-02;7,19;7,19;7,19;7,19;;;
RUSFAR;RUSFAR;2019-08-05;7,04;7,04;7,04;7,04;;;
RUSFAR;RUSFAR;2019-08-06;7,02;7,02;7,02;7,02;;;
RUSFAR;RUSFAR;2019-08-07;7,21;7,21;7,21;7,21;;;
RUSFAR;RUSFAR;2019-08-08;7,11;7,11;7,11;7,11;;;
RUSFAR;RUSFAR;2019-08-09;7,01;7,01;7,01;7,01;;;
RUSFAR;RUSFAR;2019-08-12;7,08;7,08;7,08;7,08;;;
RUSFAR;RUSFAR;2019-08-13;7,01;7,01;7,01;7,01;;;
RUSFAR;RUSFAR;2019-08-14;7,02;7,02;7,02;7,02;;;
RUSFAR;RUSFAR;2019-08-15;7,02;7,02;7,02;7,02;;;
RUSFAR;RUSFAR;2019-08-16;7,05;7,05;7,05;7,05;;;
RUSFAR;RUSFAR;2019-08-19;7,08;7,08;7,08;7,08;;;
RUSFAR;RUSFAR;2019-08-20;7,1;7,1;7,1;7,1;;;
RUSFAR;RUSFAR;2019-08-21;7,02;7,02;7,02;7,02;;;
RUSFAR;RUSFAR;2019-08-22;7,01;7,01;7,01;7,01;;;
RUSFAR;RUSFAR;2019-08-23;6,99;6,99;6,99;6,99;;;
RUSFAR;RUSFAR;2019-08-26;7,09;7,09;7,09;7,09;;;
RUSFAR;RUSFAR;2019-08-27;7,23;7,23;7,23;7,23;;;
RUSFAR;RUSFAR;2019-08-28;7,18;7,18;7,18;7,18;;;
RUSFAR;RUSFAR;2019-08-29;7,1;7,1;7,1;7,1;;;
RUSFAR;RUSFAR;2019-08-30;7,09;7,09;7,09;7,09;;;
RUSFAR;RUSFAR;2019-09-02;7,07;7,07;7,07;7,07;;;
RUSFAR;RUSFAR;2019-09-03;7,2;7,2;7,2;7,2;;;
RUSFAR;RUSFAR;2019-09-04;6,95;6,95;6,95;6,95;;;
RUSFAR;RUSFAR;2019-09-05;6,87;6,87;6,87;6,87;;;
RUSFAR;RUSFAR;2019-09-06;6,9;6,9;6,9;6,9;;;
RUSFAR;RUSFAR;2019-09-09;6,86;6,86;6,86;6,86;;;
RUSFAR;RUSFAR;2019-09-10;6,92;6,92;6,92;6,92;;;
RUSFAR;RUSFAR;2019-09-11;6,75;6,75;6,75;6,75;;;
RUSFAR;RUSFAR;2019-09-12;6,79;6,79;6,79;6,79;;;
RUSFAR;RUSFAR;2019-09-13;6,84;6,84;6,84;6,84;;;
RUSFAR;RUSFAR;2019-09-16;6,78;6,78;6,78;6,78;;;
RUSFAR;RUSFAR;2019-09-17;6,77;6,77;6,77;6,77;;;
RUSFAR;RUSFAR;2019-09-18;6,77;6,77;6,77;6,77;;;
RUSFAR;RUSFAR;2019-09-19;6,76;6,76;6,76;6,76;;;
RUSFAR;RUSFAR;2019-09-20;6,76;6,76;6,76;6,76;;;
RUSFAR;RUSFAR;2019-09-23;6,73;6,73;6,73;6,73;;;
RUSFAR;RUSFAR;2019-09-24;6,68;6,68;6,68;6,68;;;
RUSFAR;RUSFAR;2019-09-25;6,79;6,79;6,79;6,79;;;
RUSFAR;RUSFAR;2019-09-26;6,8;6,8;6,8;6,8;;;
RUSFAR;RUSFAR;2019-09-27;6,8;6,8;6,8;6,8;;;
RUSFAR;RUSFAR;2019-09-30;6,87;6,87;6,87;6,87;;;
RUSFAR;RUSFAR;2019-10-01;6,88;6,88;6,88;6,88;;;
RUSFAR;RUSFAR;2019-10-02;6,88;6,88;6,88;6,88;;;
RUSFAR;RUSFAR;2019-10-03;6,89;6,89;6,89;6,89;;;
RUSFAR;RUSFAR;2019-10-04;6,84;6,84;6,84;6,84;;;
RUSFAR;RUSFAR;2019-10-07;6,94;6,94;6,94;6,94;;;
RUSFAR;RUSFAR;2019-10-08;6,99;6,99;6,99;6,99;;;
RUSFAR;RUSFAR;2019-10-09;6,82;6,82;6,82;6,82;;;
RUSFAR;RUSFAR;2019-10-10;6,81;6,81;6,81;6,81;;;
RUSFAR;RUSFAR;2019-10-11;6,75;6,75;6,75;6,75;;;
RUSFAR;RUSFAR;2019-10-14;6,77;6,77;6,77;6,77;;;
RUSFAR;RUSFAR;2019-10-15;6,8;6,8;6,8;6,8;;;
RUSFAR;RUSFAR;2019-10-16;6,85;6,85;6,85;6,85;;;
RUSFAR;RUSFAR;2019-10-17;6,78;6,78;6,78;6,78;;;
RUSFAR;RUSFAR;2019-10-18;6,74;6,74;6,74;6,74;;;
RUSFAR;RUSFAR;2019-10-21;6,68;6,68;6,68;6,68;;;
RUSFAR;RUSFAR;2019-10-22;6,6;6,6;6,6;6,6;;;
RUSFAR;RUSFAR;2019-10-23;6,63;6,63;6,63;6,63;;;
RUSFAR;RUSFAR;2019-10-24;6,65;6,65;6,65;6,65;;;
RUSFAR;RUSFAR;2019-10-25;6,67;6,67;6,67;6,67;;;
RUSFAR;RUSFAR;2019-10-28;6,63;6,63;6,63;6,63;;;
RUSFAR;RUSFAR;2019-10-29;6,74;6,74;6,74;6,74;;;
RUSFAR;RUSFAR;2019-10-30;6,56;6,56;6,56;6,56;;;
RUSFAR;RUSFAR;2019-10-31;6,51;6,51;6,51;6,51;;;
RUSFAR;RUSFAR;2019-11-01;6,4;6,4;6,4;6,4;;;
RUSFAR;RUSFAR;2019-11-05;6,26;6,26;6,26;6,26;;;
RUSFAR;RUSFAR;2019-11-06;6,37;6,37;6,37;6,37;;;
RUSFAR;RUSFAR;2019-11-07;6,42;6,42;6,42;6,42;;;
RUSFAR;RUSFAR;2019-11-08;6,41;6,41;6,41;6,41;;;
RUSFAR;RUSFAR;2019-11-11;6,37;6,37;6,37;6,37;;;
RUSFAR;RUSFAR;2019-11-12;6,37;6,37;6,37;6,37;;;
RUSFAR;RUSFAR;2019-11-13;6,4;6,4;6,4;6,4;;;
RUSFAR;RUSFAR;2019-11-14;6,49;6,49;6,49;6,49;;;
RUSFAR;RUSFAR;2019-11-15;6,45;6,45;6,45;6,45;;;
RUSFAR;RUSFAR;2019-11-18;6,48;6,48;6,48;6,48;;;
RUSFAR;RUSFAR;2019-11-19;6,48;6,48;6,48;6,48;;;
RUSFAR;RUSFAR;2019-11-20;6,52;6,52;6,52;6,52;;;
RUSFAR;RUSFAR;2019-11-21;6,48;6,48;6,48;6,48;;;
RUSFAR;RUSFAR;2019-11-22;6,45;6,45;6,45;6,45;;;
RUSFAR;RUSFAR;2019-11-25;6,48;6,48;6,48;6,48;;;
RUSFAR;RUSFAR;2019-11-26;6,53;6,53;6,53;6,53;;;
RUSFAR;RUSFAR;2019-11-27;6,51;6,51;6,51;6,51;;;
RUSFAR;RUSFAR;2019-11-28;6,52;6,52;6,52;6,52;;;
RUSFAR;RUSFAR;2019-11-29;6,54;6,54;6,54;6,54;;;
RUSFAR;RUSFAR;2019-12-02;6,5;6,5;6,5;6,5;;;
RUSFAR;RUSFAR;2019-12-03;6,52;6,52;6,52;6,52;;;
RUSFAR;RUSFAR;2019-12-04;6,5;6,5;6,5;6,5;;;
RUSFAR;RUSFAR;2019-12-05;6,38;6,38;6,38;6,38;;;
RUSFAR;RUSFAR;2019-12-06;6,3;6,3;6,3;6,3;;;
RUSFAR;RUSFAR;2019-12-09;6,32;6,32;6,32;6,32;;;
RUSFAR;RUSFAR;2019-12-10;6,26;6,26;6,26;6,26;;;
RUSFAR;RUSFAR;2019-12-11;6,26;6,26;6,26;6,26;;;
RUSFAR;RUSFAR;2019-12-12;6,05;6,05;6,05;6,05;;;
RUSFAR;RUSFAR;2019-12-13;6;6;6;6;;;
RUSFAR;RUSFAR;2019-12-16;6;6;6;6;;;
RUSFAR;RUSFAR;2019-12-17;6;6;6;6;;;
RUSFAR;RUSFAR;2019-12-18;6,01;6,01;6,01;6,01;;;
RUSFAR;RUSFAR;2019-12-19;6,03;6,03;6,03;6,03;;;
RUSFAR;RUSFAR;2019-12-20;6,08;6,08;6,08;6,08;;;
RUSFAR;RUSFAR;2019-12-23;6,1;6,1;6,1;6,1;;;
RUSFAR;RUSFAR;2019-12-24;6,19;6,19;6,19;6,19;;;
RUSFAR;RUSFAR;2019-12-25;6,18;6,18;6,18;6,18;;;
RUSFAR;RUSFAR;2019-12-26;6,2;6,2;6,2;6,2;;;
RUSFAR;RUSFAR;2019-12-27;6,25;6,25;6,25;6,25;;;
RUSFAR;RUSFAR;2019-12-30;6,34;6,34;6,34;6,34;;;
RUSFAR;RUSFAR;2020-01-09;6,23;6,23;6,23;6,23;;;
RUSFAR;RUSFAR;2020-01-10;6,2;6,2;6,2;6,2;;;
RUSFAR;RUSFAR;2020-01-13;6,03;6,03;6,03;6,03;;;
RUSFAR;RUSFAR;2020-01-14;5,95;5,95;5,95;5,95;;;
RUSFAR;RUSFAR;2020-01-15;6,03;6,03;6,03;6,03;;;
RUSFAR;RUSFAR;2020-01-16;6,05;6,05;6,05;6,05;;;
RUSFAR;RUSFAR;2020-01-17;6,06;6,06;6,06;6,06;;;
RUSFAR;RUSFAR;2020-01-20;6,06;6,06;6,06;6,06;;;
RUSFAR;RUSFAR;2020-01-21;6,04;6,04;6,04;6,04;;;
RUSFAR;RUSFAR;2020-01-22;6,03;6,03;6,03;6,03;;;
RUSFAR;RUSFAR;2020-01-23;6,01;6,01;6,01;6,01;;;
RUSFAR;RUSFAR;2020-01-24;6;6;6;6;;;
RUSFAR;RUSFAR;2020-01-27;6,07;6,07;6,07;6,07;;;
RUSFAR;RUSFAR;2020-01-28;6,21;6,21;6,21;6,21;;;
RUSFAR;RUSFAR;2020-01-29;6,16;6,16;6,16;6,16;;;
RUSFAR;RUSFAR;2020-01-30;6,16;6,16;6,16;6,16;;;
RUSFAR;RUSFAR;2020-01-31;6,13;6,13;6,13;6,13;;;
RUSFAR;RUSFAR;2020-02-03;6,05;6,05;6,05;6,05;;;
RUSFAR;RUSFAR;2020-02-04;6,04;6,04;6,04;6,04;;;
RUSFAR;RUSFAR;2020-02-05;6,04;6,04;6,04;6,04;;;
RUSFAR;RUSFAR;2020-02-06;6,04;6,04;6,04;6,04;;;
RUSFAR;RUSFAR;2020-02-07;6,04;6,04;6,04;6,04;;;
RUSFAR;RUSFAR;2020-02-10;6;6;6;6;;;
RUSFAR;RUSFAR;2020-02-11;5,94;5,94;5,94;5,94;;;
RUSFAR;RUSFAR;2020-02-12;5,79;5,79;5,79;5,79;;;
RUSFAR;RUSFAR;2020-02-13;5,76;5,76;5,76;5,76;;;
RUSFAR;RUSFAR;2020-02-14;5,8;5,8;5,8;5,8;;;
RUSFAR;RUSFAR;2020-02-17;5,79;5,79;5,79;5,79;;;
RUSFAR;RUSFAR;2020-02-18;5,78;5,78;5,78;5,78;;;
RUSFAR;RUSFAR;2020-02-19;5,76;5,76;5,76;5,76;;;
RUSFAR;RUSFAR;2020-02-20;5,77;5,77;5,77;5,77;;;
RUSFAR;RUSFAR;2020-02-21;5,75;5,75;5,75;5,75;;;
RUSFAR;RUSFAR;2020-02-25;5,75;5,75;5,75;5,75;;;
RUSFAR;RUSFAR;2020-02-26;5,93;5,93;5,93;5,93;;;
RUSFAR;RUSFAR;2020-02-27;5,97;5,97;5,97;5,97;;;
RUSFAR;RUSFAR;2020-02-28;6,04;6,04;6,04;6,04;;;
RUSFAR;RUSFAR;2020-03-02;5,96;5,96;5,96;5,96;;;
RUSFAR;RUSFAR;2020-03-03;5,92;5,92;5,92;5,92;;;
RUSFAR;RUSFAR;2020-03-04;5,9;5,9;5,9;5,9;;;
RUSFAR;RUSFAR;2020-03-05;5,91;5,91;5,91;5,91;;;
RUSFAR;RUSFAR;2020-03-06;5,91;5,91;5,91;5,91;;;
RUSFAR;RUSFAR;2020-03-10;6,35;6,35;6,35;6,35;;;
RUSFAR;RUSFAR;2020-03-11;5,8;5,8;5,8;5,8;;;
RUSFAR;RUSFAR;2020-03-12;5,54;5,54;5,54;5,54;;;
RUSFAR;RUSFAR;2020-03-13;5,43;5,43;5,43;5,43;;;
RUSFAR;RUSFAR;2020-03-16;5,45;5,45;5,45;5,45;;;
RUSFAR;RUSFAR;2020-03-17;5,44;5,44;5,44;5,44;;;
RUSFAR;RUSFAR;2020-03-18;5,56;5,56;5,56;5,56;;;
RUSFAR;RUSFAR;2020-03-19;5,63;5,63;5,63;5,63;;;
RUSFAR;RUSFAR;2020-03-20;5,81;5,81;5,81;5,81;;;
RUSFAR;RUSFAR;2020-03-23;5,93;5,93;5,93;5,93;;;
RUSFAR;RUSFAR;2020-03-24;5,95;5,95;5,95;5,95;;;
RUSFAR;RUSFAR;2020-03-25;5,93;5,93;5,93;5,93;;;
RUSFAR;RUSFAR;2020-03-26;5,97;5,97;5,97;5,97;;;
RUSFAR;RUSFAR;2020-03-27;6,16;6,16;6,16;6,16;;;
RUSFAR;RUSFAR;2020-03-30;6,25;6,25;6,25;6,25;;;
RUSFAR;RUSFAR;2020-03-31;5,69;5,69;5,69;5,69;;;
RUSFAR;RUSFAR;2020-04-01;5,2;5,2;5,2;5,2;62445301000;;
RUSFAR;RUSFAR;2020-04-02;5,56;5,56;5,56;5,56;76221628000;;
RUSFAR;RUSFAR;2020-04-03;5,75;5,75;5,75;5,75;44461343000;;
RUSFAR;RUSFAR;2020-04-06;5,9;5,9;5,9;5,9;57006704000;;
RUSFAR;RUSFAR;2020-04-07;5,85;5,85;5,85;5,85;57056773000;;
RUSFAR;RUSFAR;2020-04-08;5,82;5,82;5,82;5,82;84719862000;;
RUSFAR;RUSFAR;2020-04-09;5,97;5,97;5,97;5,97;116359938000;;
RUSFAR;RUSFAR;2020-04-10;6,09;6,09;6,09;6,09;114986399000;;
RUSFAR;RUSFAR;2020-04-13;6,04;6,04;6,04;6,04;131697843000;;
RUSFAR;RUSFAR;2020-04-14;5,99;5,99;5,99;5,99;96143090000;;
RUSFAR;RUSFAR;2020-04-15;6;6;6;6;92239735000;;
RUSFAR;RUSFAR;2020-04-16;6,04;6,04;6,04;6,04;74197785000;;
RUSFAR;RUSFAR;2020-04-17;6,15;6,15;6,15;6,15;95119662000;;
RUSFAR;RUSFAR;2020-04-20;6,16;6,16;6,16;6,16;83470492000;;
RUSFAR;RUSFAR;2020-04-21;6,31;6,31;6,31;6,31;78132875000;;
RUSFAR;RUSFAR;2020-04-22;6,37;6,37;6,37;6,37;186240894000;;
RUSFAR;RUSFAR;2020-04-23;6,27;6,27;6,27;6,27;125067348000;;
RUSFAR;RUSFAR;2020-04-24;5,88;5,88;5,88;5,88;136386282000;;
RUSFAR;RUSFAR;2020-04-27;5,54;5,54;5,54;5,54;78793145000;;
RUSFAR;RUSFAR;2020-04-28;5,55;5,55;5,55;5,55;98349944000;;
RUSFAR;RUSFAR;2020-04-29;5,79;5,79;5,79;5,79;125290312000;;
RUSFAR;RUSFAR;2020-04-30;5,75;5,75;5,75;5,75;71067466000;;
RUSFAR;RUSFAR;2020-05-06;5,5;5,5;5,5;5,5;49540096000;;
RUSFAR;RUSFAR;2020-05-07;5,41;5,41;5,41;5,41;94548442000;;
RUSFAR;RUSFAR;2020-05-08;5,21;5,21;5,21;5,21;93973370000;;
RUSFAR;RUSFAR;2020-05-12;5,39;5,39;5,39;5,39;70446843000;;
RUSFAR;RUSFAR;2020-05-13;5,54;5,54;5,54;5,54;42375554000;;
RUSFAR;RUSFAR;2020-05-14;5,54;5,54;5,54;5,54;82354960000;;
RUSFAR;RUSFAR;2020-05-15;5,43;5,43;5,43;5,43;100722587000;;
RUSFAR;RUSFAR;2020-05-18;5,44;5,44;5,44;5,44;73969041000;;
RUSFAR;RUSFAR;2020-05-19;5,45;5,45;5,45;5,45;58289469000;;
RUSFAR;RUSFAR;2020-05-20;5,47;5,47;5,47;5,47;53262090000;;
RUSFAR;RUSFAR;2020-05-21;5,48;5,48;5,48;5,48;68464330000;;
RUSFAR;RUSFAR;2020-05-22;5,5;5,5;5,5;5,5;130083106000;;
RUSFAR;RUSFAR;2020-05-25;5,5;5,5;5,5;5,5;82949031000;;
RUSFAR;RUSFAR;2020-05-26;5,51;5,51;5,51;5,51;98276803000;;
RUSFAR;RUSFAR;2020-05-27;5,51;5,51;5,51;5,51;68319080000;;
RUSFAR;RUSFAR;2020-05-28;5,54;5,54;5,54;5,54;73860801000;;
RUSFAR;RUSFAR;2020-05-29;5,59;5,59;5,59;5,59;92866866000;;
RUSFAR;RUSFAR;2020-06-01;5,51;5,51;5,51;5,51;94410935000;;
RUSFAR;RUSFAR;2020-06-02;5,43;5,43;5,43;5,43;87390368000;;
RUSFAR;RUSFAR;2020-06-03;5,41;5,41;5,41;5,41;72556711000;;
RUSFAR;RUSFAR;2020-06-04;5,42;5,42;5,42;5,42;77607948000;;
